activity_id,deal_id,activity_type,activity_date,notes
A00773,D0446,email,03/10/2026,Please find attached the requested documents.
A00774,D0621,follow-up,2025/10/31,Can we schedule a call sometime next week?
A00775,D0609,follow-up,06/27/2026,"Not happy with the delay, please escalate."
A00776,D0814,,09-03-2026,Following up on our last conversation regarding pricing.
A00777,D0856,call,12-11-2025,"This is taking longer than expected, we need an update ASAP."
A00778,D0094,Follow Up,11/05/2025,"  Thanks so much for the quick turnaround, this looks great!   "
A00779,D0878,Call,05/05/2026,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A00780,D0897,email,01/19/2026,"Thanks so much for the quick turnaround, this looks great!"
A00781,D0621,Call,2026/01/02,"Really appreciate the detailed proposal, excited to move forward."
A00782,D0266,meeting,03/18/2026,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A00783,D0859,email,05/26/2026,"Really appreciate the detailed proposal, excited to move forward."
A00784,D0074,note,2026/05/31,"Really appreciate the detailed proposal, excited to move forward."
A00785,D0169,meeting,27-11-2025,
A00786,D0028,call,2026-06-08,"Really appreciate the detailed proposal, excited to move forward."
A00787,D0828,Follow Up,01/31/2026,
A00788,D0803,follow-up,2026-03-14,"Thanks so much for the quick turnaround, this looks great!"
A00789,D0321,note,2026/02/04,Please find attached the requested documents.
A00790,D0088,follow-up,2026/03/29,We may have to look at other vendors if this isn't resolved.
A00791,D0787,Call,01-05-2026,
A00792,D0389,,,
A00793,D0051,call,03/06/2026,"This is taking longer than expected, we need an update ASAP."
A00794,D0371,follow-up,06/15/2026,"This is taking longer than expected, we need an update ASAP."
A00795,D0423,EMAIL,2026/01/21,Following up on our last conversation regarding pricing.
A00796,D0051,Meeting,01/30/2026,"This is taking longer than expected, we need an update ASAP."
A00797,D0041,,N/A,  Following up on our last conversation regarding pricing.   
A00798,D0629,follow-up,01-05-2026,"Thanks so much for the quick turnaround, this looks great!"
A00799,D0877,follow-up,2026-06-25,
A00800,D0126,note,2026/06/19,"Really appreciate the detailed proposal, excited to move forward."
A00801,D0757,call,13-03-2026,"Great call today, looking forward to next steps."
A00802,D0661,email,13/01/2026,
A00803,D0275,email,2026-03-22,"Great call today, looking forward to next steps."
A00804,D0303,EMAIL,24-04-2026,
A00805,D0860,note,12/11/2025,Can we schedule a call sometime next week?
A00806,D0442,email,20-02-2026,
A00807,D0400,meeting,30/12/2025,"Great call today, looking forward to next steps."
A00808,D0776,meeting,2026-07-30,"Great call today, looking forward to next steps."
A00809,D0692,Meeting,02/06/2026,please find attached the requested documents.
A00810,D0747,call,09/11/2025,"This is taking longer than expected, we need an update ASAP."
A00811,D0884,meeting,2026/04/07,
A00812,D0232,Call,2026/05/10,We may have to look at other vendors if this isn't resolved.
A00813,D0283,Meeting,02/26/2026,"Not happy with the delay, please escalate."
A00814,D0690,Meeting,,"Thanks so much for the quick turnaround, this looks great!"
A00815,D0210,email,24-11-2025,Following up on our last conversation regarding pricing.
A00816,D0323,Call,07/10/2026,
A00817,D0729,Follow Up,11/02/2026,"Really appreciate the detailed proposal, excited to move forward."
A00818,D0204,email,11/30/2025,"  Not happy with the delay, please escalate.   "
A00819,D0331,email,,"This is taking longer than expected, we need an update ASAP."
A00820,D0086,Follow Up,21/04/2026,
A00821,D0513,note,2026/03/29,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A00822,D0841,call,2026-07-08,"Really appreciate the detailed proposal, excited to move forward."
A00823,D0563,EMAIL,2026/07/28,"  Thanks so much for the quick turnaround, this looks great!   "
A00824,D0484,,28-06-2026,"Really appreciate the detailed proposal, excited to move forward."
A00825,D0004,Follow Up,18/12/2025,Can we schedule a call sometime next week?
A00826,D0185,call,N/A,"Really appreciate the detailed proposal, excited to move forward."
A00827,D0655,Follow Up,2026/02/04,  Please find attached the requested documents.   
A00828,D0489,Meeting,2026/01/30,"Great call today, looking forward to next steps."
A00829,D0175,EMAIL,2026/04/10,we may have to look at other vendors if this isn't resolved.
A00830,D0282,Meeting,2026-07-17,
A00831,D0764,meeting,2026/01/15,
A00832,D0376,call,22-12-2025,Following up on our last conversation regarding pricing.
A00833,D0446,call,2026-04-08,"Really appreciate the detailed proposal, excited to move forward."
A00834,D0867,call,05/11/2026,"Thanks so much for the quick turnaround, this looks great!"
A00835,D0400,note,2026-06-16,"Thanks so much for the quick turnaround, this looks great!"
A00836,D0075,Meeting,12/04/2025,"Really appreciate the detailed proposal, excited to move forward."
A00837,D0261,Meeting,06/06/2026,We may have to look at other vendors if this isn't resolved.
A00838,D0112,,04/04/2026,"This is taking longer than expected, we need an update ASAP."
A00839,D0147,Follow Up,2026/06/05,Please find attached the requested documents.
A00840,D0119,email,2026/02/03,"Thanks so much for the quick turnaround, this looks great!"
A00841,D0799,email,11/30/2025,"Not happy with the delay, please escalate."
A00842,D0755,follow-up,2025-11-02,  Following up on our last conversation regarding pricing.   
A00843,D0742,Call,N/A,Can we schedule a call sometime next week?
A00844,D0621,call,2025/12/10,"Really appreciate the detailed proposal, excited to move forward."
A00845,D0187,call,05/05/2026,Please find attached the requested documents.
A00846,D0775,Follow Up,2026/03/23,"This is taking longer than expected, we need an update ASAP."
A00847,D0385,meeting,2026/01/18,"NOT HAPPY WITH THE DELAY, PLEASE ESCALATE."
A00848,D0149,follow-up,2026/04/02,"This is taking longer than expected, we need an update ASAP."
A00849,D0151,Meeting,15-12-2025,"Thanks so much for the quick turnaround, this looks great!"
A00850,D0584,Follow Up,03/13/2026,"Great call today, looking forward to next steps."
A00851,D0860,email,11/18/2025,"This is taking longer than expected, we need an update ASAP."
A00852,D0057,note,2026-01-20,We may have to look at other vendors if this isn't resolved.
A00853,D0121,,2026-03-04,"not happy with the delay, please escalate."
A00854,D0576,email,12/30/2025,Can we schedule a call sometime next week?
A00855,D0371,email,2026/06/14,"Great call today, looking forward to next steps."
A00856,D0018,meeting,04-12-2025,"This is taking longer than expected, we need an update ASAP."
A00857,D0146,Follow Up,14-03-2026,"Thanks so much for the quick turnaround, this looks great!"
A00858,D0151,note,01-11-2025,We may have to look at other vendors if this isn't resolved.
A00859,D0273,Call,04/02/2026,"This is taking longer than expected, we need an update ASAP."
A00860,D0850,email,,
A00861,D0851,EMAIL,2025/11/14,Can we schedule a call sometime next week?
A00862,D0769,Call,12/08/2025,Please find attached the requested documents.
A00863,D0602,meeting,29-06-2026,"Thanks so much for the quick turnaround, this looks great!"
A00864,D0169,,2026-06-03,"Thanks so much for the quick turnaround, this looks great!"
A00865,D0615,note,17/03/2026,"Really appreciate the detailed proposal, excited to move forward."
A00866,D0782,note,2026-07-20,"Really appreciate the detailed proposal, excited to move forward."
A00867,D0343,call,,
A00868,D0664,meeting,2026/07/19,"Really appreciate the detailed proposal, excited to move forward."
A00869,D0465,note,2026/05/14,Following up on our last conversation regarding pricing.
A00870,D0658,note,2025-12-09,  Can we schedule a call sometime next week?   
A00871,D0018,,2026/05/20,
A00872,D0460,EMAIL,26/02/2026,"Great call today, looking forward to next steps."
A00873,D0569,Call,09/07/2026,"Not happy with the delay, please escalate."
A00874,D0165,Follow Up,2026/01/19,"Really appreciate the detailed proposal, excited to move forward."
A00875,D0407,follow-up,09-11-2025,"Really appreciate the detailed proposal, excited to move forward."
A00876,D0465,email,07/13/2026,Can we schedule a call sometime next week?
A00877,D0208,Meeting,07/01/2026,"Really appreciate the detailed proposal, excited to move forward."
A00878,D0476,call,05/05/2026,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A00879,D0389,Call,14/02/2026,Following up on our last conversation regarding pricing.
A00880,D0326,EMAIL,2026/02/17,Can we schedule a call sometime next week?
A00881,D0459,Call,2026/07/06,Please find attached the requested documents.
A00882,D0744,EMAIL,03-07-2026,"thanks so much for the quick turnaround, this looks great!"
A00883,D0523,call,2026-07-10,"This is taking longer than expected, we need an update ASAP."
A00884,D0243,,13-04-2026,"Really appreciate the detailed proposal, excited to move forward."
A00885,D0146,,17/12/2025,we may have to look at other vendors if this isn't resolved.
A00886,D0015,EMAIL,27/02/2026,We may have to look at other vendors if this isn't resolved.
A00887,D0199,meeting,28/06/2026,"Great call today, looking forward to next steps."
A00888,D0850,,2026/06/08,"  Not happy with the delay, please escalate.   "
A00889,D0847,email,2025/12/08,Following up on our last conversation regarding pricing.
A00890,D0182,follow-up,29-05-2026,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A00891,D0769,,2026-01-08,"Not happy with the delay, please escalate."
A00892,D0737,note,2026-02-22,
A00893,D0882,,25/12/2025,We may have to look at other vendors if this isn't resolved.
A00894,D0812,call,2026-01-23,
A00895,D0861,EMAIL,20-01-2026,
A00896,D0403,Meeting,,Can we schedule a call sometime next week?
A00897,D0108,meeting,03/06/2026,"Really appreciate the detailed proposal, excited to move forward."
A00898,D0179,Call,12/20/2025,Can we schedule a call sometime next week?
A00899,D0774,Follow Up,2026/06/02,We may have to look at other vendors if this isn't resolved.
A00900,D0441,Follow Up,16-06-2026,We may have to look at other vendors if this isn't resolved.
A00901,D0130,call,2025-11-26,Following up on our last conversation regarding pricing.
A00902,D0737,Follow Up,24-03-2026,We may have to look at other vendors if this isn't resolved.
A00903,D0306,Follow Up,2026/05/09,
A00904,D0087,meeting,2026/03/18,We may have to look at other vendors if this isn't resolved.
A00905,D0037,,05/07/2026,Following up on our last conversation regarding pricing.
A00906,D0400,,02/06/2026,"Thanks so much for the quick turnaround, this looks great!"
A00907,D0390,Call,2026-02-05,"Not happy with the delay, please escalate."
A00908,D0394,follow-up,2026/03/08,"This is taking longer than expected, we need an update ASAP."
A00909,D0158,EMAIL,2026/07/21,Following up on our last conversation regarding pricing.
A00910,D0810,follow-up,2026/03/06,"Thanks so much for the quick turnaround, this looks great!"
A00911,D0641,email,08-07-2026,"Thanks so much for the quick turnaround, this looks great!"
A00912,D0774,note,2025/11/07,Can we schedule a call sometime next week?
A00913,D0032,Call,2026/05/29,"Great call today, looking forward to next steps."
A00914,D0384,meeting,2025/11/24,"This is taking longer than expected, we need an update ASAP."
A00915,D0144,Meeting,2025/12/09,please find attached the requested documents.
A00916,D0137,follow-up,06-07-2026,"This is taking longer than expected, we need an update ASAP."
A00917,D0200,follow-up,2026/06/03,"Really appreciate the detailed proposal, excited to move forward."
A00918,D0082,Meeting,08-04-2026,"not happy with the delay, please escalate."
A00919,D0399,EMAIL,02/10/2026,"This is taking longer than expected, we need an update ASAP."
A00920,D0712,email,2026/04/19,can we schedule a call sometime next week?
A00921,D0517,Call,04/07/2026,Can we schedule a call sometime next week?
A00922,D0502,follow-up,28/06/2026,We may have to look at other vendors if this isn't resolved.
A00923,D0775,,15-11-2025,  Please find attached the requested documents.   
A00924,D0644,Follow Up,2026/06/19,"Really appreciate the detailed proposal, excited to move forward."
A00925,D0493,Follow Up,2025-12-05,Following up on our last conversation regarding pricing.
A00926,D0596,email,2026-05-03,"Really appreciate the detailed proposal, excited to move forward."
A00927,D0315,Call,07/03/2026,"Really appreciate the detailed proposal, excited to move forward."
A00928,D0110,email,28-05-2026,Following up on our last conversation regarding pricing.
A00929,D0867,follow-up,22/03/2026,
A00930,D0636,meeting,06/18/2026,"Really appreciate the detailed proposal, excited to move forward."
A00931,D0090,call,11/23/2025,"Not happy with the delay, please escalate."
A00932,D0125,Follow Up,2026/01/13,"Thanks so much for the quick turnaround, this looks great!"
A00933,D0776,,,can we schedule a call sometime next week?
A00934,D0540,follow-up,29-11-2025,"this is taking longer than expected, we need an update asap."
A00935,D0339,follow-up,12/04/2026,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A00936,D0792,Follow Up,13/06/2026,We may have to look at other vendors if this isn't resolved.
A00937,D0172,EMAIL,04-04-2026,We may have to look at other vendors if this isn't resolved.
A00938,D0686,meeting,08-05-2026,"This is taking longer than expected, we need an update ASAP."
A00939,D0325,Follow Up,2026/06/25,"Great call today, looking forward to next steps."
A00940,D0122,Call,03/12/2025,CAN WE SCHEDULE A CALL SOMETIME NEXT WEEK?
A00941,D0007,call,,Please find attached the requested documents.
A00942,D0663,email,N/A,following up on our last conversation regarding pricing.
A00943,D0484,Call,15-05-2026,"  Really appreciate the detailed proposal, excited to move forward.   "
A00944,D0493,call,11/05/2026,We may have to look at other vendors if this isn't resolved.
A00945,D0291,meeting,2026/03/21,We may have to look at other vendors if this isn't resolved.
A00946,D0635,,04/03/2026,"This is taking longer than expected, we need an update ASAP."
A00947,D0452,meeting,07/23/2026,"thanks so much for the quick turnaround, this looks great!"
A00948,D0757,EMAIL,07-12-2025,
A00949,D0224,EMAIL,2026-07-03,
A00950,D0205,Follow Up,2026-04-24,
A00951,D0757,call,2025/12/12,Following up on our last conversation regarding pricing.
A00952,D0209,follow-up,2026-04-21,we may have to look at other vendors if this isn't resolved.
A00953,D0532,Call,05/16/2026,"Great call today, looking forward to next steps."
A00954,D0329,meeting,14-07-2026,We may have to look at other vendors if this isn't resolved.
A00955,D0389,EMAIL,2026-06-09,
A00956,D0837,,2026/04/20,Following up on our last conversation regarding pricing.
A00957,D0563,EMAIL,2025-12-25,"not happy with the delay, please escalate."
A00958,D0221,email,11/18/2025,"Great call today, looking forward to next steps."
A00959,D0334,EMAIL,2025/12/12,Following up on our last conversation regarding pricing.
A00960,D0104,note,2026/06/29,"Really appreciate the detailed proposal, excited to move forward."
A00961,D0564,EMAIL,03/22/2026,Can we schedule a call sometime next week?
A00962,D0251,Follow Up,2026/01/07,Following up on our last conversation regarding pricing.
A00963,D0274,note,28/11/2025,"  Not happy with the delay, please escalate.   "
A00964,D0297,email,2025/11/07,Can we schedule a call sometime next week?
A00965,D0831,,2026-03-19,"Great call today, looking forward to next steps."
A00966,D0869,Follow Up,02/15/2026,"Great call today, looking forward to next steps."
A00967,D0340,email,2026/07/12,"Not happy with the delay, please escalate."
A00968,D0737,Call,21-01-2026,"Great call today, looking forward to next steps."
A00969,D0532,email,2026-03-12,"really appreciate the detailed proposal, excited to move forward."
A00970,D0747,call,12/20/2025,"Thanks so much for the quick turnaround, this looks great!"
A00971,D0568,,03/01/2026,We may have to look at other vendors if this isn't resolved.
A00972,D0449,Meeting,20-06-2026,We may have to look at other vendors if this isn't resolved.
A00973,D0548,note,2026-01-10,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A00974,D0242,note,2026/04/17,
A00975,D0856,EMAIL,2026/02/28,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A00976,D0592,EMAIL,2026/04/29,
A00977,D0204,,2025/12/04,FOLLOWING UP ON OUR LAST CONVERSATION REGARDING PRICING.
A00978,D0006,Follow Up,10/12/2025,"  Really appreciate the detailed proposal, excited to move forward.   "
A00979,D0096,Follow Up,11/06/2025,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A00980,D0156,Call,2025-12-09,"Not happy with the delay, please escalate."
A00981,D0143,call,2026-05-23,"really appreciate the detailed proposal, excited to move forward."
A00982,D0133,EMAIL,,"Thanks so much for the quick turnaround, this looks great!"
A00983,D0678,follow-up,03/20/2026,Following up on our last conversation regarding pricing.
A00984,D0220,call,05/11/2026,"This is taking longer than expected, we need an update ASAP."
A00985,D0014,EMAIL,25-12-2025,we may have to look at other vendors if this isn't resolved.
A00986,D0289,EMAIL,12-03-2026,"Thanks so much for the quick turnaround, this looks great!"
A00987,D0641,follow-up,18-01-2026,"Thanks so much for the quick turnaround, this looks great!"
A00988,D0138,EMAIL,27/11/2025,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A00989,D0199,Meeting,10-04-2026,
A00990,D0760,call,02/09/2026,can we schedule a call sometime next week?
A00991,D0509,call,01/14/2026,"not happy with the delay, please escalate."
A00992,D0435,Meeting,2026/02/14,Can we schedule a call sometime next week?
A00993,D0134,email,07-06-2026,"Really appreciate the detailed proposal, excited to move forward."
A00994,D0027,EMAIL,2026-03-07,"this is taking longer than expected, we need an update asap."
A00995,D0491,email,11-06-2026,"thanks so much for the quick turnaround, this looks great!"
A00996,D0454,Call,2025/12/11,"Thanks so much for the quick turnaround, this looks great!"
A00997,D0881,meeting,2026-01-17,Can we schedule a call sometime next week?
A00998,D0163,call,03-12-2025,"  Thanks so much for the quick turnaround, this looks great!   "
A00999,D0631,Meeting,15/02/2026,"Not happy with the delay, please escalate."
A01000,D0463,Meeting,08-04-2026,"Really appreciate the detailed proposal, excited to move forward."
A01001,D0798,Meeting,09/11/2025,"Great call today, looking forward to next steps."
A01002,D0862,Call,27-04-2026,"Not happy with the delay, please escalate."
A01003,D0569,call,2026/04/29,
A01004,D0755,note,2026-03-02,"Not happy with the delay, please escalate."
A01005,D0093,,2026/07/07,"Thanks so much for the quick turnaround, this looks great!"
A01006,D0832,Meeting,02/05/2026,"Thanks so much for the quick turnaround, this looks great!"
A01007,D0351,call,12/08/2025,WE MAY HAVE TO LOOK AT OTHER VENDORS IF THIS ISN'T RESOLVED.
A01008,D0253,call,06/30/2026,
A01009,D0892,meeting,2026/03/06,Please find attached the requested documents.
A01010,D0411,EMAIL,11/03/2025,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01011,D0358,follow-up,13-12-2025,"Not happy with the delay, please escalate."
A01012,D0260,,,"Really appreciate the detailed proposal, excited to move forward."
A01013,D0688,email,06/24/2026,"Not happy with the delay, please escalate."
A01014,D0520,note,12/28/2025,
A01015,D0247,EMAIL,05/07/2026,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01016,D0413,note,24-03-2026,
A01017,D0070,Call,N/A,"Not happy with the delay, please escalate."
A01018,D0259,call,,Please find attached the requested documents.
A01019,D0566,Call,2025/12/12,Please find attached the requested documents.
A01020,D0684,Call,04/29/2026,"Thanks so much for the quick turnaround, this looks great!"
A01021,D0039,Follow Up,2026/04/03,"Not happy with the delay, please escalate."
A01022,D0621,follow-up,03/06/2026,"really appreciate the detailed proposal, excited to move forward."
A01023,D0702,Call,23/06/2026,We may have to look at other vendors if this isn't resolved.
A01024,D0392,Call,08/12/2025,Please find attached the requested documents.
A01025,D0585,meeting,06/03/2026,Can we schedule a call sometime next week?
A01026,D0706,follow-up,2026/04/29,Please find attached the requested documents.
A01027,D0626,,2026-07-11,please find attached the requested documents.
A01028,D0677,EMAIL,,"NOT HAPPY WITH THE DELAY, PLEASE ESCALATE."
A01029,D0554,EMAIL,18/06/2026,"Thanks so much for the quick turnaround, this looks great!"
A01030,D0676,call,12-03-2026,"Really appreciate the detailed proposal, excited to move forward."
A01031,D0559,Call,2026/07/22,We may have to look at other vendors if this isn't resolved.
A01032,D0799,Follow Up,04/15/2026,"REALLY APPRECIATE THE DETAILED PROPOSAL, EXCITED TO MOVE FORWARD."
A01033,D0023,follow-up,2025/12/19,Please find attached the requested documents.
A01034,D0835,Call,13/05/2026,Please find attached the requested documents.
A01035,D0777,Call,19-03-2026,We may have to look at other vendors if this isn't resolved.
A01036,D0585,,29-04-2026,"Not happy with the delay, please escalate."
A01037,D0064,call,2026-01-10,"This is taking longer than expected, we need an update ASAP."
A01038,D0096,EMAIL,10/05/2026,"Really appreciate the detailed proposal, excited to move forward."
A01039,D0783,Call,2026/04/10,"Not happy with the delay, please escalate."
A01040,D0811,EMAIL,08/04/2026,We may have to look at other vendors if this isn't resolved.
A01041,D0744,note,09/04/2026,"Thanks so much for the quick turnaround, this looks great!"
A01042,D0235,Call,2026-06-15,"this is taking longer than expected, we need an update asap."
A01043,D0507,follow-up,11/19/2025,"Not happy with the delay, please escalate."
A01044,D0708,follow-up,08-11-2025,"This is taking longer than expected, we need an update ASAP."
A01045,D0472,Follow Up,20/05/2026,
A01046,D0620,note,02-01-2026,"This is taking longer than expected, we need an update ASAP."
A01047,D0272,Follow Up,01-05-2026,"Not happy with the delay, please escalate."
A01048,D0455,call,17-03-2026,"Really appreciate the detailed proposal, excited to move forward."
A01049,D0365,Follow Up,05/05/2026,Please find attached the requested documents.
A01050,D0515,Follow Up,01/28/2026,Please find attached the requested documents.
A01051,D0514,email,02/01/2026,"Great call today, looking forward to next steps."
A01052,D0155,follow-up,2026/05/30,"Really appreciate the detailed proposal, excited to move forward."
A01053,D0065,Call,07/09/2026,"Really appreciate the detailed proposal, excited to move forward."
A01054,D0743,email,2026/06/06,"Great call today, looking forward to next steps."
A01055,D0732,note,11/29/2025,"Not happy with the delay, please escalate."
A01056,D0350,EMAIL,2026-06-29,Please find attached the requested documents.
A01057,D0411,Meeting,2026-05-18,"Great call today, looking forward to next steps."
A01058,D0769,meeting,13-02-2026,"Really appreciate the detailed proposal, excited to move forward."
A01059,D0666,call,25-07-2026,PLEASE FIND ATTACHED THE REQUESTED DOCUMENTS.
A01060,D0412,Call,11/07/2026,"Really appreciate the detailed proposal, excited to move forward."
A01061,D0265,Follow Up,2025/11/17,"Thanks so much for the quick turnaround, this looks great!"
A01062,D0747,call,08/01/2026,we may have to look at other vendors if this isn't resolved.
A01063,D0454,meeting,2025-11-10,Following up on our last conversation regarding pricing.
A01064,D0404,note,2026/05/24,"This is taking longer than expected, we need an update ASAP."
A01065,D0825,email,2026/03/01,"This is taking longer than expected, we need an update ASAP."
A01066,D0320,follow-up,11-02-2026,"Really appreciate the detailed proposal, excited to move forward."
A01067,D0322,call,2026/04/22,"Great call today, looking forward to next steps."
A01068,D0060,,11/08/2025,
A01069,D0117,Call,18/12/2025,"  Thanks so much for the quick turnaround, this looks great!   "
A01070,D0771,follow-up,11/30/2025,"This is taking longer than expected, we need an update ASAP."
A01071,D0727,EMAIL,2026/03/03,Please find attached the requested documents.
A01072,D0389,,,"Thanks so much for the quick turnaround, this looks great!"
A01073,D0309,EMAIL,2026/04/24,please find attached the requested documents.
A01074,D0386,note,01-04-2026,We may have to look at other vendors if this isn't resolved.
A01075,D0421,call,24/12/2025,please find attached the requested documents.
A01076,D0319,Meeting,15-03-2026,"Not happy with the delay, please escalate."
A01077,D0539,call,05-05-2026,Can we schedule a call sometime next week?
A01078,D0519,Follow Up,,"  Great call today, looking forward to next steps.   "
A01079,D0265,note,05/22/2026,"Great call today, looking forward to next steps."
A01080,D0297,call,27-02-2026,
A01081,D0712,note,03/25/2026,"really appreciate the detailed proposal, excited to move forward."
A01082,D0781,,04/06/2026,"Not happy with the delay, please escalate."
A01083,D0324,Follow Up,N/A,"thanks so much for the quick turnaround, this looks great!"
A01084,D0727,Call,2025/11/07,Please find attached the requested documents.
A01085,D0398,call,,WE MAY HAVE TO LOOK AT OTHER VENDORS IF THIS ISN'T RESOLVED.
A01086,D0529,note,26/11/2025,we may have to look at other vendors if this isn't resolved.
A01087,D0178,Follow Up,09-11-2025,"Not happy with the delay, please escalate."
A01088,D0822,meeting,09/12/2025,Please find attached the requested documents.
A01089,D0436,Call,2025-11-01,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01090,D0235,,31/05/2026,Can we schedule a call sometime next week?
A01091,D0888,follow-up,,We may have to look at other vendors if this isn't resolved.
A01092,D0173,Meeting,2026/06/25,"Great call today, looking forward to next steps."
A01093,D0571,email,01-02-2026,Can we schedule a call sometime next week?
A01094,D0275,call,,"This is taking longer than expected, we need an update ASAP."
A01095,D0293,,07/20/2026,
A01096,D0144,email,18/05/2026,Please find attached the requested documents.
A01097,D0755,,2026/03/25,"Really appreciate the detailed proposal, excited to move forward."
A01098,D0408,email,22-12-2025,
A01099,D0889,follow-up,12/27/2025,"Really appreciate the detailed proposal, excited to move forward."
A01100,D0013,follow-up,N/A,"Really appreciate the detailed proposal, excited to move forward."
A01101,D0253,call,03/17/2026,"Thanks so much for the quick turnaround, this looks great!"
A01102,D0236,Meeting,2026/02/06,"Great call today, looking forward to next steps."
A01103,D0339,email,2026-07-04,"Thanks so much for the quick turnaround, this looks great!"
A01104,D0807,Call,22/06/2026,"Not happy with the delay, please escalate."
A01105,D0069,note,06/08/2026,Please find attached the requested documents.
A01106,D0369,meeting,2026-02-28,  We may have to look at other vendors if this isn't resolved.   
A01107,D0371,Call,2026/04/20,Following up on our last conversation regarding pricing.
A01108,D0110,call,27-06-2026,Following up on our last conversation regarding pricing.
A01109,D0550,,2026/04/05,Please find attached the requested documents.
A01110,D0824,Follow Up,05/12/2025,We may have to look at other vendors if this isn't resolved.
A01111,D0590,Follow Up,N/A,Can we schedule a call sometime next week?
A01112,D0858,,28/11/2025,"Great call today, looking forward to next steps."
A01113,D0830,Call,2026/03/17,We may have to look at other vendors if this isn't resolved.
A01114,D0259,EMAIL,11/14/2025,We may have to look at other vendors if this isn't resolved.
A01115,D0167,follow-up,2026/03/28,"really appreciate the detailed proposal, excited to move forward."
A01116,D0662,follow-up,06/11/2025,"Great call today, looking forward to next steps."
A01117,D0177,follow-up,2026-06-13,We may have to look at other vendors if this isn't resolved.
A01118,D0125,call,2026-01-18,"  Great call today, looking forward to next steps.   "
A01119,D0017,Call,15/06/2026,"Not happy with the delay, please escalate."
A01120,D0031,follow-up,2026/02/15,We may have to look at other vendors if this isn't resolved.
A01121,D0733,note,2026/02/06,"Really appreciate the detailed proposal, excited to move forward."
A01122,D0393,Call,06/27/2026,We may have to look at other vendors if this isn't resolved.
A01123,D0250,Call,2025-12-13,"Not happy with the delay, please escalate."
A01124,D0785,follow-up,01/18/2026,Can we schedule a call sometime next week?
A01125,D0603,Meeting,2026-03-26,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01126,D0018,,05/01/2026,"GREAT CALL TODAY, LOOKING FORWARD TO NEXT STEPS."
A01127,D0286,Meeting,2026/03/22,
A01128,D0021,call,16/04/2026,
A01129,D0663,note,25-01-2026,"Really appreciate the detailed proposal, excited to move forward."
A01130,D0539,email,2026-04-18,"Not happy with the delay, please escalate."
A01131,D0629,Follow Up,2026/03/30,"NOT HAPPY WITH THE DELAY, PLEASE ESCALATE."
A01132,D0377,follow-up,02/07/2026,"This is taking longer than expected, we need an update ASAP."
A01133,D0145,note,2026/04/09,"this is taking longer than expected, we need an update asap."
A01134,D0804,call,2026/07/15,"This is taking longer than expected, we need an update ASAP."
A01135,D0651,Follow Up,2026/07/28,
A01136,D0032,Meeting,28/04/2026,"Great call today, looking forward to next steps."
A01137,D0584,,2025-11-09,following up on our last conversation regarding pricing.
A01138,D0136,note,23-02-2026,"Not happy with the delay, please escalate."
A01139,D0592,follow-up,12/25/2025,"THIS IS TAKING LONGER THAN EXPECTED, WE NEED AN UPDATE ASAP."
A01140,D0567,call,2026/07/01,Can we schedule a call sometime next week?
A01141,D0803,,2025/11/16,Can we schedule a call sometime next week?
A01142,D0499,,2025-12-26,"Great call today, looking forward to next steps."
A01143,D0190,Call,2026/06/12,"Great call today, looking forward to next steps."
A01144,D0607,note,29/01/2026,please find attached the requested documents.
A01145,D0489,Meeting,2026-05-26,"NOT HAPPY WITH THE DELAY, PLEASE ESCALATE."
A01146,D0621,meeting,08-07-2026,Please find attached the requested documents.
A01147,D0567,Meeting,17-11-2025,
A01148,D0446,follow-up,2026/03/15,"great call today, looking forward to next steps."
A01149,D0509,call,2026-06-09,"THANKS SO MUCH FOR THE QUICK TURNAROUND, THIS LOOKS GREAT!"
A01150,D0722,Meeting,2026-04-03,"not happy with the delay, please escalate."
A01151,D0286,,2026/04/16,"Great call today, looking forward to next steps."
A01152,D0590,meeting,,"Really appreciate the detailed proposal, excited to move forward."
A01153,D0837,follow-up,09-06-2026,"  Not happy with the delay, please escalate.   "
A01154,D0430,Call,2026/02/03,
A01155,D0806,Meeting,2025-11-19,"really appreciate the detailed proposal, excited to move forward."
A01156,D0002,Follow Up,22/02/2026,"Really appreciate the detailed proposal, excited to move forward."
A01157,D0323,EMAIL,2026-05-21,  Can we schedule a call sometime next week?   
