activity_id,deal_id,activity_type,activity_date,notes,orphaned_deal
A00867,D0343,call,,,False
A00868,D0664,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A00869,D0465,note,,Following up on our last conversation regarding pricing.,False
A00870,D0658,note,2025-09-12,Can we schedule a call sometime next week?,False
A00871,D0018,unknown,,,False
A00872,D0460,email,2026-02-26,"Great call today, looking forward to next steps.",False
A00873,D0569,call,2026-07-09,"Not happy with the delay, please escalate.",False
A00874,D0165,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A00875,D0407,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A00876,D0465,email,,Can we schedule a call sometime next week?,False
A00877,D0208,meeting,2026-01-07,"Really appreciate the detailed proposal, excited to move forward.",False
A00878,D0476,call,2026-05-05,"Really appreciate the detailed proposal, excited to move forward.",False
A00879,D0389,call,2026-02-14,Following up on our last conversation regarding pricing.,False
A00880,D0326,email,,Can we schedule a call sometime next week?,False
A00881,D0459,call,,Please find attached the requested documents.,False
A00882,D0744,email,,"thanks so much for the quick turnaround, this looks great!",False
A00883,D0523,call,2026-10-07,"This is taking longer than expected, we need an update ASAP.",False
A00884,D0243,unknown,,"Really appreciate the detailed proposal, excited to move forward.",False
A00885,D0146,unknown,2025-12-17,we may have to look at other vendors if this isn't resolved.,False
A00886,D0015,email,2026-02-27,We may have to look at other vendors if this isn't resolved.,False
A00887,D0199,meeting,2026-06-28,"Great call today, looking forward to next steps.",False
A00888,D0850,unknown,,"Not happy with the delay, please escalate.",False
A00889,D0847,email,,Following up on our last conversation regarding pricing.,False
A00890,D0182,follow_up,,"This is taking longer than expected, we need an update asap.",False
A00891,D0769,unknown,2026-08-01,"Not happy with the delay, please escalate.",False
A00892,D0737,note,,,False
A00893,D0882,unknown,2025-12-25,We may have to look at other vendors if this isn't resolved.,False
A00894,D0812,call,,,False
A00895,D0861,email,,,False
A00896,D0403,meeting,,Can we schedule a call sometime next week?,False
A00897,D0108,meeting,2026-06-03,"Really appreciate the detailed proposal, excited to move forward.",False
A00898,D0179,call,,Can we schedule a call sometime next week?,False
A00899,D0774,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A00900,D0441,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A00901,D0130,call,,Following up on our last conversation regarding pricing.,False
A00902,D0737,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A00903,D0306,follow_up,,,False
A00904,D0087,meeting,,We may have to look at other vendors if this isn't resolved.,False
A00905,D0037,unknown,2026-07-05,Following up on our last conversation regarding pricing.,False
A00906,D0400,unknown,2026-06-02,"Thanks so much for the quick turnaround, this looks great!",False
A00907,D0390,call,2026-05-02,"Not happy with the delay, please escalate.",False
A00908,D0394,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A00909,D0158,email,,Following up on our last conversation regarding pricing.,False
A00910,D0810,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A00911,D0641,email,,"Thanks so much for the quick turnaround, this looks great!",False
A00912,D0774,note,,Can we schedule a call sometime next week?,False
A00913,D0032,call,,"Great call today, looking forward to next steps.",False
A00914,D0384,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A00915,D0144,meeting,,please find attached the requested documents.,False
A00916,D0137,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A00917,D0200,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A00918,D0082,meeting,,"not happy with the delay, please escalate.",False
A00919,D0399,email,2026-10-02,"This is taking longer than expected, we need an update ASAP.",False
A00920,D0712,email,,can we schedule a call sometime next week?,False
A00921,D0517,call,2026-07-04,Can we schedule a call sometime next week?,False
A00922,D0502,follow_up,2026-06-28,We may have to look at other vendors if this isn't resolved.,False
A00923,D0775,unknown,,Please find attached the requested documents.,False
A00924,D0644,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A00925,D0493,follow_up,2025-05-12,Following up on our last conversation regarding pricing.,False
A00926,D0596,email,2026-03-05,"Really appreciate the detailed proposal, excited to move forward.",False
A00927,D0315,call,2026-03-07,"Really appreciate the detailed proposal, excited to move forward.",False
A00928,D0110,email,,Following up on our last conversation regarding pricing.,False
A00929,D0867,follow_up,2026-03-22,,False
A00930,D0636,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A00931,D0090,call,,"Not happy with the delay, please escalate.",False
A00932,D0125,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A00933,D0776,unknown,,can we schedule a call sometime next week?,False
A00934,D0540,follow_up,,"this is taking longer than expected, we need an update asap.",False
A00935,D0339,follow_up,2026-04-12,"This is taking longer than expected, we need an update asap.",False
A00936,D0792,follow_up,2026-06-13,We may have to look at other vendors if this isn't resolved.,False
A00937,D0172,email,,We may have to look at other vendors if this isn't resolved.,False
A00938,D0686,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A00939,D0325,follow_up,,"Great call today, looking forward to next steps.",False
A00940,D0122,call,2025-12-03,Can we schedule a call sometime next week?,False
A00941,D0007,call,,Please find attached the requested documents.,False
A00942,D0663,email,,following up on our last conversation regarding pricing.,False
A00943,D0484,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A00944,D0493,call,2026-05-11,We may have to look at other vendors if this isn't resolved.,False
A00945,D0291,meeting,,We may have to look at other vendors if this isn't resolved.,False
A00946,D0635,unknown,2026-03-04,"This is taking longer than expected, we need an update ASAP.",False
A00947,D0452,meeting,,"thanks so much for the quick turnaround, this looks great!",False
A00948,D0757,email,,,False
A00949,D0224,email,2026-03-07,,False
A00950,D0205,follow_up,,,False
A00951,D0757,call,,Following up on our last conversation regarding pricing.,False
A00952,D0209,follow_up,,we may have to look at other vendors if this isn't resolved.,False
A00953,D0532,call,,"Great call today, looking forward to next steps.",False
A00954,D0329,meeting,,We may have to look at other vendors if this isn't resolved.,False
A00955,D0389,email,2026-09-06,,False
A00956,D0837,unknown,,Following up on our last conversation regarding pricing.,False
A00957,D0563,email,,"not happy with the delay, please escalate.",False
A00958,D0221,email,,"Great call today, looking forward to next steps.",False
A00959,D0334,email,,Following up on our last conversation regarding pricing.,False
A00960,D0104,note,,"Really appreciate the detailed proposal, excited to move forward.",False
A00961,D0564,email,,Can we schedule a call sometime next week?,False
A00962,D0251,follow_up,,Following up on our last conversation regarding pricing.,False
A00963,D0274,note,2025-11-28,"Not happy with the delay, please escalate.",False
A00964,D0297,email,,Can we schedule a call sometime next week?,False
A00965,D0831,unknown,,"Great call today, looking forward to next steps.",False
A00966,D0869,follow_up,,"Great call today, looking forward to next steps.",False
A00967,D0340,email,,"Not happy with the delay, please escalate.",False
A00968,D0737,call,,"Great call today, looking forward to next steps.",False
A00969,D0532,email,2026-12-03,"really appreciate the detailed proposal, excited to move forward.",False
A00970,D0747,call,,"Thanks so much for the quick turnaround, this looks great!",False
A00971,D0568,unknown,2026-01-03,We may have to look at other vendors if this isn't resolved.,False
A00972,D0449,meeting,,We may have to look at other vendors if this isn't resolved.,False
A00973,D0548,note,2026-10-01,Following up on our last conversation regarding pricing.,False
A00974,D0242,note,,,False
A00975,D0856,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A00976,D0592,email,,,False
A00977,D0204,unknown,,Following up on our last conversation regarding pricing.,False
A00978,D0006,follow_up,2025-12-10,"Really appreciate the detailed proposal, excited to move forward.",False
A00979,D0096,follow_up,2025-06-11,"This is taking longer than expected, we need an update asap.",False
A00980,D0156,call,2025-09-12,"Not happy with the delay, please escalate.",False
A00981,D0143,call,,"really appreciate the detailed proposal, excited to move forward.",False
A00982,D0133,email,,"Thanks so much for the quick turnaround, this looks great!",False
A00983,D0678,follow_up,,Following up on our last conversation regarding pricing.,False
A00984,D0220,call,2026-11-05,"This is taking longer than expected, we need an update ASAP.",False
A00985,D0014,email,,we may have to look at other vendors if this isn't resolved.,False
A00986,D0289,email,,"Thanks so much for the quick turnaround, this looks great!",False
A00987,D0641,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A00988,D0138,email,2025-11-27,"Great call today, looking forward to next steps.",False
A00989,D0199,meeting,,,False
A00990,D0760,call,2026-09-02,can we schedule a call sometime next week?,False
A00991,D0509,call,,"not happy with the delay, please escalate.",False
A00992,D0435,meeting,,Can we schedule a call sometime next week?,False
A00993,D0134,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A00994,D0027,email,2026-07-03,"this is taking longer than expected, we need an update asap.",False
A00995,D0491,email,,"thanks so much for the quick turnaround, this looks great!",False
A00996,D0454,call,,"Thanks so much for the quick turnaround, this looks great!",False
A00997,D0881,meeting,,Can we schedule a call sometime next week?,False
A00998,D0163,call,,"Thanks so much for the quick turnaround, this looks great!",False
A00999,D0631,meeting,2026-02-15,"Not happy with the delay, please escalate.",False
A01000,D0463,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01001,D0798,meeting,2025-11-09,"Great call today, looking forward to next steps.",False
A01002,D0862,call,,"Not happy with the delay, please escalate.",False
A01003,D0569,call,,,False
A01004,D0755,note,2026-02-03,"Not happy with the delay, please escalate.",False
A01005,D0093,unknown,,"Thanks so much for the quick turnaround, this looks great!",False
A01006,D0832,meeting,2026-05-02,"Thanks so much for the quick turnaround, this looks great!",False
A01007,D0351,call,2025-08-12,We may have to look at other vendors if this isn't resolved.,False
A01008,D0253,call,,,False
A01009,D0892,meeting,,Please find attached the requested documents.,False
A01010,D0411,email,2025-03-11,"Thanks so much for the quick turnaround, this looks great!",False
A01011,D0358,follow_up,,"Not happy with the delay, please escalate.",False
A01012,D0260,unknown,,"Really appreciate the detailed proposal, excited to move forward.",False
A01013,D0688,email,,"Not happy with the delay, please escalate.",False
A01014,D0520,note,,,False
A01015,D0247,email,2026-07-05,"Thanks so much for the quick turnaround, this looks great!",False
A01016,D0413,note,,,False
A01017,D0070,call,,"Not happy with the delay, please escalate.",False
A01018,D0259,call,,Please find attached the requested documents.,False
A01019,D0566,call,,Please find attached the requested documents.,False
A01020,D0684,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01021,D0039,follow_up,,"Not happy with the delay, please escalate.",False
A01022,D0621,follow_up,2026-06-03,"really appreciate the detailed proposal, excited to move forward.",False
A01023,D0702,call,2026-06-23,We may have to look at other vendors if this isn't resolved.,False
A01024,D0392,call,2025-12-08,Please find attached the requested documents.,False
A01025,D0585,meeting,2026-03-06,Can we schedule a call sometime next week?,False
A01026,D0706,follow_up,,Please find attached the requested documents.,False
A01027,D0626,unknown,2026-11-07,please find attached the requested documents.,False
A01028,D0677,email,,"Not happy with the delay, please escalate.",False
A01029,D0554,email,2026-06-18,"Thanks so much for the quick turnaround, this looks great!",False
A01030,D0676,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01031,D0559,call,,We may have to look at other vendors if this isn't resolved.,False
A01032,D0799,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01033,D0023,follow_up,,Please find attached the requested documents.,False
A01034,D0835,call,2026-05-13,Please find attached the requested documents.,False
A01035,D0777,call,,We may have to look at other vendors if this isn't resolved.,False
A01036,D0585,unknown,,"Not happy with the delay, please escalate.",False
A01037,D0064,call,2026-10-01,"This is taking longer than expected, we need an update ASAP.",False
A01038,D0096,email,2026-05-10,"Really appreciate the detailed proposal, excited to move forward.",False
A01039,D0783,call,,"Not happy with the delay, please escalate.",False
A01040,D0811,email,2026-04-08,We may have to look at other vendors if this isn't resolved.,False
A01041,D0744,note,2026-04-09,"Thanks so much for the quick turnaround, this looks great!",False
A01042,D0235,call,,"this is taking longer than expected, we need an update asap.",False
A01043,D0507,follow_up,,"Not happy with the delay, please escalate.",False
A01044,D0708,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A01045,D0472,follow_up,2026-05-20,,False
A01046,D0620,note,,"This is taking longer than expected, we need an update ASAP.",False
A01047,D0272,follow_up,,"Not happy with the delay, please escalate.",False
A01048,D0455,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01049,D0365,follow_up,2026-05-05,Please find attached the requested documents.,False
A01050,D0515,follow_up,,Please find attached the requested documents.,False
A01051,D0514,email,2026-01-02,"Great call today, looking forward to next steps.",False
A01052,D0155,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01053,D0065,call,2026-09-07,"Really appreciate the detailed proposal, excited to move forward.",False
A01054,D0743,email,,"Great call today, looking forward to next steps.",False
A01055,D0732,note,,"Not happy with the delay, please escalate.",False
A01056,D0350,email,,Please find attached the requested documents.,False
A01057,D0411,meeting,,"Great call today, looking forward to next steps.",False
A01058,D0769,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01059,D0666,call,,Please find attached the requested documents.,False
A01060,D0412,call,2026-07-11,"Really appreciate the detailed proposal, excited to move forward.",False
A01061,D0265,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01062,D0747,call,2026-01-08,we may have to look at other vendors if this isn't resolved.,False
A01063,D0454,meeting,2025-10-11,Following up on our last conversation regarding pricing.,False
A01064,D0404,note,,"This is taking longer than expected, we need an update ASAP.",False
A01065,D0825,email,,"This is taking longer than expected, we need an update ASAP.",False
A01066,D0320,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01067,D0322,call,,"Great call today, looking forward to next steps.",False
A01068,D0060,unknown,2025-08-11,,False
A01069,D0117,call,2025-12-18,"Thanks so much for the quick turnaround, this looks great!",False
A01070,D0771,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A01071,D0727,email,,Please find attached the requested documents.,False
A01072,D0389,unknown,,"Thanks so much for the quick turnaround, this looks great!",False
A01073,D0309,email,,please find attached the requested documents.,False
A01074,D0386,note,,We may have to look at other vendors if this isn't resolved.,False
A01075,D0421,call,2025-12-24,please find attached the requested documents.,False
A01076,D0319,meeting,,"Not happy with the delay, please escalate.",False
A01077,D0539,call,,Can we schedule a call sometime next week?,False
A01078,D0519,follow_up,,"Great call today, looking forward to next steps.",False
A01079,D0265,note,,"Great call today, looking forward to next steps.",False
A01080,D0297,call,,,False
A01081,D0712,note,,"really appreciate the detailed proposal, excited to move forward.",False
A01082,D0781,unknown,2026-06-04,"Not happy with the delay, please escalate.",False
A01083,D0324,follow_up,,"thanks so much for the quick turnaround, this looks great!",False
A01084,D0727,call,,Please find attached the requested documents.,False
A01085,D0398,call,,We may have to look at other vendors if this isn't resolved.,False
A01086,D0529,note,2025-11-26,we may have to look at other vendors if this isn't resolved.,False
A01087,D0178,follow_up,,"Not happy with the delay, please escalate.",False
A01088,D0822,meeting,2025-12-09,Please find attached the requested documents.,False
A01089,D0436,call,2025-01-11,"Great call today, looking forward to next steps.",False
A01090,D0235,unknown,2026-05-31,Can we schedule a call sometime next week?,False
A01091,D0888,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A01092,D0173,meeting,,"Great call today, looking forward to next steps.",False
A01093,D0571,email,,Can we schedule a call sometime next week?,False
A01094,D0275,call,,"This is taking longer than expected, we need an update ASAP.",False
A01095,D0293,unknown,,,False
A01096,D0144,email,2026-05-18,Please find attached the requested documents.,False
A01097,D0755,unknown,,"Really appreciate the detailed proposal, excited to move forward.",False
A01098,D0408,email,,,False
A01099,D0889,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01100,D0013,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01101,D0253,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01102,D0236,meeting,,"Great call today, looking forward to next steps.",False
A01103,D0339,email,2026-04-07,"Thanks so much for the quick turnaround, this looks great!",False
A01104,D0807,call,2026-06-22,"Not happy with the delay, please escalate.",False
A01105,D0069,note,2026-08-06,Please find attached the requested documents.,False
A01106,D0369,meeting,,We may have to look at other vendors if this isn't resolved.,False
A01107,D0371,call,,Following up on our last conversation regarding pricing.,False
A01108,D0110,call,,Following up on our last conversation regarding pricing.,False
A01109,D0550,unknown,,Please find attached the requested documents.,False
A01110,D0824,follow_up,2025-12-05,We may have to look at other vendors if this isn't resolved.,False
A01111,D0590,follow_up,,Can we schedule a call sometime next week?,False
A01112,D0858,unknown,2025-11-28,"Great call today, looking forward to next steps.",False
A01113,D0830,call,,We may have to look at other vendors if this isn't resolved.,False
A01114,D0259,email,,We may have to look at other vendors if this isn't resolved.,False
A01115,D0167,follow_up,,"really appreciate the detailed proposal, excited to move forward.",False
A01116,D0662,follow_up,2025-11-06,"Great call today, looking forward to next steps.",False
A01117,D0177,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A01118,D0125,call,,"Great call today, looking forward to next steps.",False
A01119,D0017,call,2026-06-15,"Not happy with the delay, please escalate.",False
A01120,D0031,follow_up,,We may have to look at other vendors if this isn't resolved.,False
A01121,D0733,note,,"Really appreciate the detailed proposal, excited to move forward.",False
A01122,D0393,call,,We may have to look at other vendors if this isn't resolved.,False
A01123,D0250,call,,"Not happy with the delay, please escalate.",False
A01124,D0785,follow_up,,Can we schedule a call sometime next week?,False
A01125,D0603,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01126,D0018,unknown,2026-01-05,"Great call today, looking forward to next steps.",False
A01127,D0286,meeting,,,False
A01128,D0021,call,2026-04-16,,False
A01129,D0663,note,,"Really appreciate the detailed proposal, excited to move forward.",False
A01130,D0539,email,,"Not happy with the delay, please escalate.",False
A01131,D0629,follow_up,,"Not happy with the delay, please escalate.",False
A01132,D0377,follow_up,2026-07-02,"This is taking longer than expected, we need an update ASAP.",False
A01133,D0145,note,,"this is taking longer than expected, we need an update asap.",False
A01134,D0804,call,,"This is taking longer than expected, we need an update ASAP.",False
A01135,D0651,follow_up,,,False
A01136,D0032,meeting,2026-04-28,"Great call today, looking forward to next steps.",False
A01137,D0584,unknown,2025-09-11,following up on our last conversation regarding pricing.,False
A01138,D0136,note,,"Not happy with the delay, please escalate.",False
A01139,D0592,follow_up,,"This is taking longer than expected, we need an update asap.",False
A01140,D0567,call,,Can we schedule a call sometime next week?,False
A01141,D0803,unknown,,Can we schedule a call sometime next week?,False
A01142,D0499,unknown,,"Great call today, looking forward to next steps.",False
A01143,D0190,call,,"Great call today, looking forward to next steps.",False
A01144,D0607,note,2026-01-29,please find attached the requested documents.,False
A01145,D0489,meeting,,"Not happy with the delay, please escalate.",False
A01146,D0621,meeting,,Please find attached the requested documents.,False
A01147,D0567,meeting,,,False
A01148,D0446,follow_up,,"great call today, looking forward to next steps.",False
A01149,D0509,call,2026-09-06,"Thanks so much for the quick turnaround, this looks great!",False
A01150,D0722,meeting,2026-03-04,"not happy with the delay, please escalate.",False
A01151,D0286,unknown,,"Great call today, looking forward to next steps.",False
A01152,D0590,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01153,D0837,follow_up,,"Not happy with the delay, please escalate.",False
A01154,D0430,call,,,False
A01155,D0806,meeting,,"really appreciate the detailed proposal, excited to move forward.",False
A01156,D0002,follow_up,2026-02-22,"Really appreciate the detailed proposal, excited to move forward.",False
A01157,D0323,email,,Can we schedule a call sometime next week?,False
A01158,D0813,unknown,,,False
A01159,D0073,note,2026-01-07,"Thanks so much for the quick turnaround, this looks great!",False
A01160,D0718,call,,Please find attached the requested documents.,False
A01161,D0301,email,2025-05-12,We may have to look at other vendors if this isn't resolved.,False
A01162,D0587,email,2026-05-17,can we schedule a call sometime next week?,False
A01163,D0484,call,,We may have to look at other vendors if this isn't resolved.,False
A01164,D0208,meeting,,Following up on our last conversation regarding pricing.,False
A01165,D0073,call,2026-01-01,"Great call today, looking forward to next steps.",False
A01166,D0626,note,2026-04-02,"Really appreciate the detailed proposal, excited to move forward.",False
A01167,D0496,meeting,,Following up on our last conversation regarding pricing.,False
A01168,D0431,follow_up,,Please find attached the requested documents.,False
A01169,D0764,note,,We may have to look at other vendors if this isn't resolved.,False
A01170,D0258,meeting,,Following up on our last conversation regarding pricing.,False
A01171,D0326,email,,"This is taking longer than expected, we need an update ASAP.",False
A01172,D0339,meeting,,"Not happy with the delay, please escalate.",False
A01173,D0403,meeting,,Can we schedule a call sometime next week?,False
A01174,D0164,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01175,D0785,meeting,2026-04-16,Please find attached the requested documents.,False
A01176,D0615,call,2026-12-02,"Really appreciate the detailed proposal, excited to move forward.",False
A01177,D0520,note,2026-06-05,"Great call today, looking forward to next steps.",False
A01178,D0456,note,,,False
A01179,D0735,follow_up,2026-12-03,Can we schedule a call sometime next week?,False
A01180,D0716,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01181,D0322,follow_up,2026-11-02,"thanks so much for the quick turnaround, this looks great!",False
A01182,D0832,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01183,D0188,meeting,,Please find attached the requested documents.,False
A01184,D0348,call,,"Not happy with the delay, please escalate.",False
A01185,D0196,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01186,D0605,meeting,2025-02-12,"Really appreciate the detailed proposal, excited to move forward.",False
A01187,D0295,follow_up,,"Thanks so much for the quick turnaround, this looks great!",False
A01188,D0122,call,2026-05-07,"Thanks so much for the quick turnaround, this looks great!",False
A01189,D0519,follow_up,,"Really appreciate the detailed proposal, excited to move forward.",False
A01190,D0629,call,,"Great call today, looking forward to next steps.",False
A01191,D0779,email,,can we schedule a call sometime next week?,False
A01192,D0073,call,,"Not happy with the delay, please escalate.",False
A01193,D0660,call,2025-11-25,We may have to look at other vendors if this isn't resolved.,False
A01194,D0735,unknown,2025-03-11,Following up on our last conversation regarding pricing.,False
A01195,D0712,email,,Following up on our last conversation regarding pricing.,False
A01196,D0595,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01197,D0777,email,2026-09-06,following up on our last conversation regarding pricing.,False
A01198,D0012,call,2026-03-27,Can we schedule a call sometime next week?,False
A01199,D0189,meeting,,,False
A01200,D0192,follow_up,2026-08-06,Following up on our last conversation regarding pricing.,False
A01201,D0877,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01202,D0539,note,2026-07-01,Can we schedule a call sometime next week?,False
A01203,D0554,follow_up,,Please find attached the requested documents.,False
A01204,D0120,call,2025-11-16,Following up on our last conversation regarding pricing.,False
A01205,D0007,meeting,,"Not happy with the delay, please escalate.",False
A01206,D0577,follow_up,,"Not happy with the delay, please escalate.",False
A01207,D0191,call,,"This is taking longer than expected, we need an update ASAP.",False
A01208,D0237,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01209,D0379,meeting,2026-02-07,Please find attached the requested documents.,False
A01210,D0026,follow_up,2026-07-31,"Really appreciate the detailed proposal, excited to move forward.",False
A01211,D0166,email,,"thanks so much for the quick turnaround, this looks great!",False
A01212,D0173,call,,"Great call today, looking forward to next steps.",False
A01213,D0538,call,2026-04-29,"Thanks so much for the quick turnaround, this looks great!",False
A01214,D0445,call,,"This is taking longer than expected, we need an update ASAP.",False
A01215,D0564,follow_up,,Can we schedule a call sometime next week?,False
A01216,D0482,email,,,False
A01217,D0052,meeting,2025-12-26,We may have to look at other vendors if this isn't resolved.,False
A01218,D0879,email,,"This is taking longer than expected, we need an update ASAP.",False
A01219,D0596,unknown,,Please find attached the requested documents.,False
A01220,D0888,call,,"great call today, looking forward to next steps.",False
A01221,D0167,call,,We may have to look at other vendors if this isn't resolved.,False
A01222,D0131,email,2026-01-03,"Thanks so much for the quick turnaround, this looks great!",False
A01223,D0499,meeting,,,False
A01224,D0369,follow_up,2026-09-02,"Thanks so much for the quick turnaround, this looks great!",False
A01225,D0753,call,,"Thanks so much for the quick turnaround, this looks great!",False
A01226,D0153,email,,"Not happy with the delay, please escalate.",False
A01227,D0131,call,2026-06-01,"Thanks so much for the quick turnaround, this looks great!",False
A01228,D0516,call,2026-03-07,"This is taking longer than expected, we need an update ASAP.",False
A01229,D0699,call,,Following up on our last conversation regarding pricing.,False
A01230,D0471,meeting,,"Really appreciate the detailed proposal, excited to move forward.",False
A01231,D0787,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01232,D0703,call,2026-02-03,"Thanks so much for the quick turnaround, this looks great!",False
A01233,D0768,follow_up,,Please find attached the requested documents.,False
A01234,D0555,meeting,,"This is taking longer than expected, we need an update ASAP.",False
A01235,D0084,email,2026-03-13,,False
A01236,D0416,follow_up,2025-11-22,"This is taking longer than expected, we need an update ASAP.",False
A01237,D0675,call,2026-07-08,"Great call today, looking forward to next steps.",False
A01238,D0404,meeting,,Please find attached the requested documents.,False
A01239,D0308,call,2026-03-23,"This is taking longer than expected, we need an update ASAP.",False
A01240,D0620,email,,"This is taking longer than expected, we need an update ASAP.",False
A01241,D0620,note,,"Great call today, looking forward to next steps.",False
A01242,D0445,call,2025-04-12,Please find attached the requested documents.,False
A01243,D0141,meeting,,Can we schedule a call sometime next week?,False
A01244,D0696,follow_up,2026-04-06,We may have to look at other vendors if this isn't resolved.,False
A01245,D0609,follow_up,,"this is taking longer than expected, we need an update asap.",False
A01246,D0319,call,,"This is taking longer than expected, we need an update ASAP.",False
A01247,D0347,email,,"Not happy with the delay, please escalate.",False
A01248,D0375,call,,Following up on our last conversation regarding pricing.,False
A01249,D0835,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01250,D0869,follow_up,2025-06-11,Can we schedule a call sometime next week?,False
A01251,D0885,unknown,2026-06-17,Please find attached the requested documents.,False
A01252,D0412,follow_up,,Can we schedule a call sometime next week?,False
A01253,D0246,note,2026-04-10,Please find attached the requested documents.,False
A01254,D0609,follow_up,,"This is taking longer than expected, we need an update ASAP.",False
A01255,D0081,email,,"Thanks so much for the quick turnaround, this looks great!",False
A01256,D0587,meeting,,Please find attached the requested documents.,False
A01257,D0190,note,,Can we schedule a call sometime next week?,False
A01258,D0865,unknown,,"Thanks so much for the quick turnaround, this looks great!",False
A01259,D0140,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01260,D0834,meeting,,Please find attached the requested documents.,False
A01261,D0254,email,2026-02-03,Please find attached the requested documents.,False
A01262,D0219,call,2026-01-01,Following up on our last conversation regarding pricing.,False
A01263,D0107,call,,"Really appreciate the detailed proposal, excited to move forward.",False
A01264,D0365,email,,"Really appreciate the detailed proposal, excited to move forward.",False
A01265,D0095,follow_up,,Following up on our last conversation regarding pricing.,False
A01266,D0287,email,,"Not happy with the delay, please escalate.",False
A01267,D0667,unknown,,"not happy with the delay, please escalate.",False
A01268,D0891,call,2026-05-28,Can we schedule a call sometime next week?,False
A01269,D0228,unknown,,"This is taking longer than expected, we need an update ASAP.",False
A01270,D0193,email,2026-07-07,Please find attached the requested documents.,False
A01271,D0048,meeting,2026-05-26,We may have to look at other vendors if this isn't resolved.,False
A01272,D0377,meeting,,"Thanks so much for the quick turnaround, this looks great!",False
A01273,D0877,email,,please find attached the requested documents.,False
A01274,D0868,email,2026-11-01,Please find attached the requested documents.,False
A01275,D0811,call,,"This is taking longer than expected, we need an update ASAP.",False
A01276,D0089,unknown,,following up on our last conversation regarding pricing.,False
A01277,D0355,meeting,,"this is taking longer than expected, we need an update asap.",False
A01278,D0616,email,2026-05-18,Following up on our last conversation regarding pricing.,False
A01279,D0631,meeting,,following up on our last conversation regarding pricing.,False
A01280,D0710,unknown,,Following up on our last conversation regarding pricing.,False
A01281,D0179,call,2026-06-02,Following up on our last conversation regarding pricing.,False
A01282,D0233,note,,Can we schedule a call sometime next week?,False
A01283,D0094,call,2026-05-25,"Thanks so much for the quick turnaround, this looks great!",False
A01284,D0510,call,2026-09-06,,False
A01285,D0504,call,2026-01-04,Can we schedule a call sometime next week?,False
A01286,D0567,email,,We may have to look at other vendors if this isn't resolved.,False
A01287,D0092,unknown,2026-07-13,Please find attached the requested documents.,False
A01288,D0413,unknown,2026-01-18,please find attached the requested documents.,False
A01289,D0222,email,,We may have to look at other vendors if this isn't resolved.,False
A01290,D0623,meeting,,Can we schedule a call sometime next week?,False
A01291,D0759,follow_up,,"Great call today, looking forward to next steps.",False
A01292,D0059,note,,Can we schedule a call sometime next week?,False
